name,gender,age,code,jobs
王晓东,男,54,600317,董事
崔贝强,男,48,600317,董事
王来,男,57,600317,董事
姚平,男,56,600317,董事
戴大双,女,66,600317,独立董事
张大鸣,男,44,600317,独立董事
王丰,男,41,600317,独立董事
张先治,男,61,600317,独立董事
张忠正,男,75,601678,董事长/董事
朱德权,男,53,601678,副董事长/董事
王树华,男,56,601678,副董事长/董事
于江,男,46,601678,董事
王黎明,男,55,601678,董事
姜森,男,49,601678,董事
商志新,男,52,601678,董事
陈吕军,男,53,601678,独立董事
厉辉,男,45,601678,独立董事
张春洁,女,55,601678,独立董事
杨涛,女,49,601678,独立董事
许文智,男,48,000863,董事长/董事
罗筱溪,女,-1,000863,董事
黄建,男,50,000863,董事
陈劲松,男,50,000863,董事
黄鑫,男,43,000863,董事
李建光,男,53,000863,董事
蒋昌建,男,-1,000863,独立董事
周昌生,男,-1,000863,独立董事
石磊,男,60,000863,独立董事
郑有全,男,64,600439,董事长/董事
郑文青,女,37,600439,董事
胡丽平,女,43,600439,董事
吴学丙,男,54,600439,董事
郑文静,女,33,600439,董事
张天有,男,49,600439,董事
常晓波,男,48,600439,独立董事
吴永和,男,62,600439,独立董事
马群,男,60,600439,独立董事
纪志坚,男,51,000530,董事长/董事
丁杰,男,55,000530,副董事长/董事
范跃坤,男,54,000530,董事
徐郡饶,女,55,000530,董事
工藤伸,男,55,000530,董事
高木俊幸,男,61,000530,董事
戴大双,女,66,000530,独立董事
刘继伟,男,57,000530,独立董事
王岩,女,55,000530,独立董事
顾琦,男,41,600069,董事长/董事
孟灵魁,男,39,600069,董事
封云飞,男,46,600069,董事
罗金华,男,38,600069,董事
张山峰,男,53,600069,董事
刘汴生,男,65,600069,独立董事
赵海龙,男,54,600069,独立董事
陶雄华,男,55,600069,独立董事
金焕民,男,55,600069,独立董事
王双宏,男,62,600593,董事长/董事
陈荣辉,男,53,600593,副董事长/董事
刘德义,男,63,600593,副董事长/董事
杨子平,男,50,600593,董事
于国红,女,46,600593,董事
梁爽,女,53,600593,独立董事
党伟,男,56,600593,独立董事
刘志良,男,48,600593,独立董事
肖峰,男,50,600593,职工董事
周德洪,男,56,300135,董事长/董事
周文彬,男,26,300135,副董事长/董事
周子炜,男,29,300135,董事
鹿国栋,男,44,300135,董事
徐建娟,女,53,300135,董事
沙智慧,女,48,300135,独立董事
卢青,男,41,300135,独立董事
王荣朝,男,52,300135,独立董事
侯友夫,男,58,300420,董事长/董事
孙晋明,男,56,300420,董事
胡云高,男,52,300420,董事
刘龙保,男,59,300420,董事
蔡敏,女,58,300420,董事
侯秀峰,男,61,300420,董事
朱学义,男,65,300420,独立董事
林爱梅,女,52,300420,独立董事
叶飞,男,46,300420,独立董事
赵宁,男,37,600086,董事长/董事
宋孝刚,男,62,600086,董事
刘福民,男,55,600086,董事
张兆国,男,62,600086,独立董事
万安娃,男,58,600086,独立董事
薛德龙,男,66,002448,董事长/董事
张冬梅,女,56,002448,副董事长/董事
党增军,男,52,002448,董事
刘东平,男,49,002448,董事
姚守通,男,64,002448,董事
王中营,男,51,002448,董事
章顺文,男,52,002448,独立董事
邢敏,男,64,002448,独立董事
楚金桥,男,52,002448,独立董事
文剑平,男,56,300070,董事长/董事
刘振国,男,53,300070,副董事长/董事
戴日成,男,54,300070,董事
龙利民,男,50,300070,董事
刘文君,男,50,300070,独立董事
王月永,男,53,300070,独立董事
樊康平,男,67,300070,独立董事
李勇,男,41,002018,董事长/董事
唐啸波,男,60,002018,董事
庄建中,男,76,002018,独立董事
杨达卿,男,38,002018,独立董事
刘正东,男,48,002018,独立董事
黄智,男,36,002018,独立董事
吕航,男,57,000025,董事长/董事
丁辉,男,45,000025,董事
娄红,女,50,000025,董事
俞磊,女,50,000025,董事
张权勋,男,45,000025,董事
陈耿森,男,46,000025,董事
纪辉彬,男,48,000025,独立董事
李祥军,男,56,000025,独立董事
韦少辉,男,46,000025,独立董事
李明鲁,男,49,600985,董事长/董事
石葱岭,男,50,600985,副董事长/董事
王军,男,52,600985,董事
周四新,男,52,600985,董事
吴叶兵,男,33,600985,董事
周俊,男,47,600985,董事
费蕙蓉,女,48,600985,独立董事
杨祖一,男,61,600985,独立董事
陈传江,男,54,600985,独立董事
谭少群,男,50,000926,董事长/董事
张景,男,40,000926,副董事长/董事
冯东兴,男,51,000926,董事
汤文华,男,37,000926,董事
谭红年,男,51,000926,董事
冯俊秀,男,38,000926,董事
冯德雄,男,55,000926,独立董事
夏新平,男,53,000926,独立董事
吴德军,男,46,000926,独立董事
陈新,男,49,002331,董事长/董事
杨世宁,男,54,002331,副董事长/董事
孙胜,男,47,002331,董事
王夕众,男,50,002331,董事
易增辉,男,55,002331,董事
赵梦,女,45,002331,董事
张瑞稳,男,54,002331,独立董事
陈结淼,男,52,002331,独立董事
罗守生,男,61,002331,独立董事
陈炽昌,男,47,300359,董事长/董事
刘玉明,男,54,300359,副董事长/董事
林小雅,女,46,300359,董事
杨帆,男,48,300359,董事
樊登,男,42,300359,董事
蔡川,男,45,300359,董事
罗军,男,47,300359,独立董事
叶伟明,男,55,300359,独立董事
赵敏,女,56,300359,独立董事
刘兴亮,男,58,600205,董事长/董事
刘云鹏,男,71,600205,副董事长/董事
金永静,男,59,600205,董事
高贵超,男,53,600205,董事
侯健,男,56,600205,董事
王克岳,男,55,600205,董事
刘昌俊,男,52,600205,董事
王再云,男,56,600205,董事
于新兴,男,56,600205,董事
宋文清,男,68,600205,董事
赵树元,男,72,600205,独立董事
张瑞凤,男,82,600205,独立董事
高德柱,男,78,600205,独立董事
张德广,男,75,600205,独立董事
董娟,女,66,600205,独立董事
徐晓亮,男,45,600655,董事长/董事
龚平,男,43,600655,副董事长/董事
梅红健,男,58,600655,副董事长/董事
李志强,男,51,600655,董事
汪群斌,男,49,600655,董事
蒋义宏,男,68,600655,独立董事
王鸿祥,男,62,600655,独立董事
李海歌,女,63,600655,独立董事
王文学,男,51,600340,董事长/董事
孟惊,男,51,600340,董事
赵鸿靖,男,40,600340,董事
郭绍增,男,55,600340,董事
胡学文,男,59,600340,董事
朱武祥,男,53,600340,独立董事
张奇峰,男,45,600340,独立董事
王京伟,男,40,600340,独立董事
朱郁健,男,67,002274,董事长/董事
胡波,男,56,002274,董事
卢龙,男,47,002274,董事
张汉卿,男,47,002274,董事
贺小伟,男,45,002274,董事
赵惠芬,女,44,002274,董事
陈和平,男,54,002274,独立董事
尤建新,男,57,002274,独立董事
郭旭虹,男,52,002274,独立董事
杨永清,男,52,600710,董事长/董事
蔡济波,男,49,600710,董事
焦捍洲,男,63,600710,董事
吕伟,女,60,600710,董事
陈建军,男,60,600710,董事
焦世经,男,63,600710,独立董事
刘俊,男,54,600710,独立董事
陈冬华,男,43,600710,独立董事
杨朝军,男,58,600710,独立董事
万涌,男,48,000619,董事长/董事
王杨林,男,44,000619,董事
汪涛,女,47,000619,董事
虞节玉,男,35,000619,董事
朱守益,男,41,000619,董事
汪鹏飞,男,56,000619,董事
雷华,男,44,000619,独立董事
张光杰,男,55,000619,独立董事
周泽将,男,35,000619,独立董事
池宇峰,男,47,002624,董事长/董事
萧泓,男,52,002624,董事
魏松,男,47,002624,董事
董弘宇,男,50,002624,独立董事
施丹丹,女,42,002624,独立董事
柯树泉,男,70,002433,董事长/董事
柯少彬,男,40,002433,副董事长/董事
徐福莺,女,58,002433,董事
余祥,男,48,002433,董事
宋秀清,男,56,002433,董事
胡清光,男,59,002433,董事
全泽,男,47,002433,独立董事
季小琴,女,55,002433,独立董事
王桂华,女,57,002433,独立董事
谢飞鸣,男,49,600507,董事长/董事
雷骞国,男,56,600507,副董事长/董事
尹爱国,男,57,600507,董事
谭兆春,男,53,600507,董事
宋瑛,女,47,600507,董事
饶东云,男,55,600507,董事
黄智华,男,50,600507,董事
敖新华,男,54,600507,董事
夏建国,男,69,600507,董事
黄隽,女,55,600507,独立董事
彭淑媛,女,53,600507,独立董事
戴新民,男,56,600507,独立董事
王怀世,男,67,600507,独立董事
朱力,女,64,600507,独立董事
李红卫,男,46,600507,职工董事
陈利浩,男,63,002063,董事长/董事
刘全,男,46,002063,副董事长/董事
黄笑华,男,47,002063,副董事长/董事
向万红,男,40,002063,董事
林国华,男,56,002063,董事
钱强,男,47,002063,独立董事
梁华权,男,37,002063,独立董事
陈宋生,男,52,002063,独立董事
周立,男,53,002063,职工董事
徐培忠,男,56,600157,董事长/董事
王军,男,54,600157,副董事长/董事
常胜秋,男,52,600157,董事
王广西,男,49,600157,董事
李海滨,男,50,600157,董事
邢红梅,女,50,600157,独立董事
戴武堂,男,69,600157,独立董事
王春华,男,47,600157,独立董事
贾春琳,男,45,002599,董事长/董事
栗延秋,女,49,002599,副董事长/董事
侯景刚,男,40,002599,董事
蔡建军,男,38,002599,董事
唐正军,男,41,002599,董事
梁玲玲,女,36,002599,董事
马肖风,男,55,002599,独立董事
蒋力,男,65,002599,独立董事
李万强,男,54,002599,独立董事
沈华平,男,50,600854,董事长/董事
程小平,男,56,600854,副董事长/董事
唐宝华,男,62,600854,副董事长/董事
吴颖琦,女,51,600854,董事
陶波,女,52,600854,董事
孙幼军,男,-1,600854,董事
王荣朝,男,52,600854,独立董事
滕晓梅,女,53,600854,独立董事
谢竹云,男,43,600854,独立董事
蔡卫东,男,49,000818,董事长/董事
刘东峰,男,47,000818,副董事长/董事
乔晓林,男,58,000818,董事
张蜀平,男,61,000818,董事
刘波,男,42,000818,董事
吴志坚,男,63,000818,独立董事
刘春彦,男,51,000818,独立董事
郭海兰,女,45,000818,独立董事
魏少军,男,55,002576,董事长/董事
言骅,男,48,002576,董事
张宇,男,39,002576,董事
张佳,男,35,002576,董事
杨克泉,男,51,002576,独立董事
成志明,男,56,002576,独立董事
韦烨,男,48,002576,独立董事
乔传福,男,59,600012,董事长/执行董事
许振,男,54,600012,执行董事
谢新宇,男,51,600012,执行董事
陈大峰,男,55,600012,执行董事
杨旭东,男,45,600012,非执行董事
杜渐,男,47,600012,非执行董事
姜军,男,45,600012,独立非执行董事
刘浩,男,40,600012,独立非执行董事
江一帆,男,46,600012,独立非执行董事
徐小敏,男,60,002126,董事长/董事
陈不非,男,58,002126,副董事长/董事
朱晓红,女,55,002126,董事
周益民,男,56,002126,董事
陈能卯,男,52,002126,董事
庞正忠,男,55,002126,董事
刘信光,男,57,002126,独立董事
彭颖红,男,55,002126,独立董事
刘海生,男,49,002126,独立董事
帅放文,男,52,300267,董事长/董事
刘爱军,男,44,300267,董事
王向峰,男,51,300267,董事
杨海明,男,48,300267,董事
帅友文,女,56,300267,董事
帅瑞文,女,47,300267,董事
王健,男,-1,300267,独立董事
左田芳,女,53,300267,独立董事
许中缘,男,43,300267,独立董事
郭予丰,男,59,600291,董事长/董事
李少华,男,55,600291,副董事长/董事
苏宏伟,男,45,600291,董事
吴丽娟,女,48,600291,董事
叶志鸿,男,52,600291,董事
代瑞萍,女,45,600291,独立董事
王红英,女,48,600291,独立董事
赵晓光,男,48,600291,独立董事
夏建统,男,-1,000662,董事长/董事
高友志,男,50,000662,副董事长/董事
贾国华,男,37,000662,董事
梁国坚,男,62,000662,董事
胡宝钢,男,58,000662,董事
陈芳,女,46,000662,独立董事
管自力,男,57,000662,独立董事
陈晓东,男,49,000662,独立董事
刘卫国,男,55,600784,董事长/董事
孙晖,男,49,600784,董事
李茜,女,50,600784,董事
苏爱军,男,46,600784,董事
王咏梅,女,45,600784,独立董事
汪安东,男,56,600784,独立董事
周建,男,54,600784,独立董事
杨国平,男,62,900903,董事长/董事
张静,女,56,900903,副董事长/董事
赵思渊,女,47,900903,董事
梁嘉玮,男,45,900903,董事
倪建达,男,55,900903,独立董事
张维宾,女,71,900903,独立董事
卓福民,男,67,900903,独立董事
朱坤华,男,50,300322,董事长/董事
温巧夫,男,45,300322,董事
李斌,男,43,300322,董事
朱旭东,男,53,300322,董事
林盛忠,男,49,300322,董事
孙进山,男,54,300322,董事
李旺,男,46,300322,独立董事
李易,男,44,300322,独立董事
袁敏,男,43,300322,独立董事
周贵祥,男,47,000727,董事长/董事
陈宽义,男,56,000727,副董事长/董事
郭振隆,男,56,000727,董事
孙学军,男,53,000727,董事
姚兆年,男,51,000727,董事
张百哲,男,75,000727,独立董事
戴克勤,男,60,000727,独立董事
林雷,男,55,000727,独立董事
王伟,男,47,300288,董事长/董事
黄国宏,男,49,300288,董事
王健,男,50,300288,董事
靳国文,男,46,300288,董事
刘景伟,男,50,300288,独立董事
王迅,男,54,300288,独立董事
吴锋,男,48,300288,独立董事
罗邦毅,男,51,603901,董事长/董事
吕婕,女,45,603901,副董事长/董事
吴仁波,男,42,603901,董事
张彩芹,女,46,603901,董事
傅建中,男,50,603901,独立董事
袁坚刚,男,50,603901,独立董事
曹衍龙,男,43,603901,独立董事
林瑞荣,男,57,603002,董事长/董事
江胜宗,男,51,603002,董事
林仁宗,男,55,603002,董事
刘焕章,男,64,603002,董事
李金发,男,69,603002,董事
林材波,男,59,603002,董事
阮吕艳,女,46,603002,独立董事
姚小义,男,-1,603002,独立董事
马卓檀,男,46,603002,独立董事
王玉锁,男,54,600803,董事长/董事
于建潮,男,50,600803,副董事长/董事
刘铮,男,44,600803,董事
马元彤,男,54,600803,董事
赵令欢,男,-1,600803,董事
张维,男,45,600803,独立董事
徐孟洲,男,68,600803,独立董事
李鑫钢,男,57,600803,独立董事
张桂丰,男,55,603686,董事长/董事
张桂潮,男,48,603686,董事
杨育忠,男,54,603686,董事
陈敬洁,男,56,603686,董事
李小冰,男,54,603686,董事
陈传刚,男,41,603686,董事
唐炎钊,男,50,603686,独立董事
肖伟,男,53,603686,独立董事
黄兴孪,男,44,603686,独立董事
周立业,男,55,600100,董事长/董事
范新,男,57,600100,副董事长/董事
黄俞,男,50,600100,董事
李艳和,男,62,600100,董事
何佳,男,34,600100,独立董事
赵晶,女,42,600100,独立董事
蒋毅刚,男,59,600100,独立董事
管会斌,男,45,002034,董事长/董事
王学庚,男,39,002034,董事
金来富,男,47,002034,董事
许瑞林,男,72,002034,董事
芮勇,男,40,002034,董事
江晓华,男,54,002034,董事
张益,男,57,002034,独立董事
蔡海静,女,36,002034,独立董事
李和金,男,46,002034,独立董事
陈政立,男,58,000009,董事局主席/执行董事
陈泰泉,男,55,000009,董事局常务副主席/执行董事
陈平,男,56,000009,执行董事
杨璐,女,44,000009,董事
梁发贤,男,57,000009,独立董事
郭朝辉,男,47,000009,独立董事
李瑶,女,41,000009,独立董事
曾广胜,男,52,000009,职工董事
陈匡国,男,34,000009,职工董事
薛桓,男,51,600550,董事长/董事
刘淑娟,女,50,600550,董事
何光盛,男,49,600550,董事
赵军,男,57,600550,董事
孙伟,男,52,600550,董事
厉大成,男,55,600550,董事
张双才,男,57,600550,独立董事
梁贵书,男,57,600550,独立董事
孙锋,男,39,600550,独立董事
郑玉芝,女,64,002464,董事长/董事
汪涛,男,45,002464,董事
朱恩乐,男,33,002464,董事
袁冰,男,38,002464,董事
史克通,男,50,002464,独立董事
周长刚,男,49,002464,独立董事
陈家声,男,59,002464,独立董事
姜纯,男,58,002171,董事长/董事
王刚,男,43,002171,董事
盛代华,男,54,002171,董事
戴煜,男,52,002171,董事
柳瑞清,男,61,002171,独立董事
许立新,男,52,002171,独立董事
龚寿鹏,男,78,002171,独立董事
李守军,男,55,300119,董事长/董事
梁武,男,50,300119,董事
胡文强,男,49,300119,董事
李旭东,男,47,300119,董事
鲍恩东,男,55,300119,董事
罗永泰,男,72,300119,董事
崔治中,男,74,300119,独立董事
马闯,男,51,300119,独立董事
张俊民,男,58,300119,独立董事
李学峰,男,69,002521,董事长/董事
李安东,男,46,002521,副董事长/董事
朱洪升,男,56,002521,董事
李文海,男,49,002521,董事
王德建,男,45,002521,独立董事
朱玲,女,51,002521,独立董事
路莹,女,46,002521,独立董事
朱旻,男,43,600415,董事长/董事
赵文阁,男,50,600415,副董事长/董事
许杭,男,45,600415,董事
吴波成,男,56,600415,董事
李承群,男,47,600415,董事
朱杭,男,31,600415,董事
黄速建,男,63,600415,独立董事
刘志远,男,55,600415,独立董事
张志铭,男,56,600415,独立董事
陶灵萍,女,48,603669,董事长/董事
胡建荣,男,43,603669,董事
陶小刚,男,42,603669,董事
王文南,男,47,603669,董事
何前,女,46,603669,独立董事
张辉,男,53,603669,独立董事
王晓良,男,63,603669,独立董事
宗维海,男,55,000635,董事长/董事
殷玉荣,女,55,000635,董事
赵晓莉,女,50,000635,董事
姜汉国,男,47,000635,董事
李耀忠,男,51,000635,独立董事
张惠宁,男,54,000635,独立董事
王宁刚,男,45,000635,独立董事
浦宝英,女,55,002608,董事长/董事
徐国群,男,56,002608,董事
张顺福,男,56,002608,董事
陈良,男,53,002608,独立董事
蒋建华,女,54,002608,独立董事
魏青松,男,49,002608,独立董事
张佟,男,41,600696,董事长/董事
韩啸,男,29,600696,董事
边秀武,男,49,600696,董事
孙加锋,男,50,600696,独立董事
罗韵轩,女,47,600696,独立董事
史佩浩,男,62,300230,董事长/董事
史晶,女,31,300230,副董事长/董事
黄晓东,男,52,300230,副董事长/董事
恽黎明,男,39,300230,董事
于成磊,男,41,300230,董事
司徒建新,男,57,300230,董事
张杰,男,55,300230,独立董事
王蔚松,男,59,300230,独立董事
张泽传,男,42,300230,独立董事
尹英遂,男,48,002258,董事长/董事
徐士辉,男,59,002258,副董事长/董事
来红刚,男,40,002258,董事
张启戎,男,50,002258,董事
靳建立,男,42,002258,董事
袁跃华,男,44,002258,董事
方建新,男,72,002258,独立董事
罗宏,男,47,002258,独立董事
代明华,男,54,002258,独立董事
孙秀江,男,56,200152,董事长/董事
徐传钰,男,54,200152,副董事长/董事
苗留斌,男,47,200152,董事
徐国建,男,54,200152,董事
王洁明,女,60,200152,董事
李秀芹,女,55,200152,董事
姜成达,男,59,200152,董事
王明远,男,53,200152,董事
吕红兵,男,52,200152,独立董事
段亚林,男,46,200152,独立董事
徐向艺,男,62,200152,独立董事
胡元木,男,64,200152,独立董事
杨民民,男,46,300725,董事长/董事
董海军,男,54,300725,董事
吴希罕,男,50,300725,董事
梅江华,男,40,300725,董事
吴震东,男,41,300725,独立董事
曾咏梅,女,49,300725,独立董事
柳红,女,40,300725,独立董事
凌克,男,59,600383,董事长/董事
黄俊灿,男,47,600383,董事
徐家俊,男,40,600383,董事
陈必安,男,56,600383,董事
韦传军,男,50,600383,董事
孙聚义,男,66,600383,董事
陈爱虹,女,48,600383,董事
林胜德,男,45,600383,董事
姚大锋,男,56,600383,董事
贝多广,男,61,600383,独立董事
高峰,男,50,600383,独立董事
王天广,男,45,600383,独立董事
张立民,男,63,600383,独立董事
陈劲,男,50,600383,独立董事
李海,男,49,200017,董事长/董事
孙龙龙,男,45,200017,董事
姚正旺,男,43,200017,董事
杨奋勃,男,61,200017,董事
曹方,男,44,200017,董事
钟华,男,54,200017,董事
宋西顺,男,55,200017,独立董事
张志高,男,53,200017,独立董事
杨岚,女,49,200017,独立董事
孟鸣飞,男,61,600229,董事长/董事
贾庆鹏,男,53,600229,副董事长/董事
杨延亮,男,52,600229,董事
李楷,男,47,600229,董事
穆彤,男,49,600229,董事
隋兵,男,53,600229,董事
周海波,男,60,600229,独立董事
栾少湖,男,57,600229,独立董事
张鹏,女,54,600229,独立董事
张洪起,男,62,300375,董事长/董事
张宝新,男,36,300375,副董事长/董事
刘世玲,女,37,300375,董事
高贤华,男,38,300375,董事
李鸿,女,55,300375,独立董事
陈胜华,男,48,300375,独立董事
戈向阳,男,53,300375,独立董事
吴长鸿,男,49,002472,董事长/董事
耿帅,男,42,002472,董事
蒋亦卿,男,39,002472,董事
李水土,男,44,002472,董事
张靖,男,41,002472,董事
张琦,男,34,002472,董事
刘赪,男,75,002472,独立董事
章良忠,男,49,002472,独立董事
蔡宁,男,55,002472,独立董事
周鑫,男,40,002188,董事长/董事
蒋中瀚,男,41,002188,董事
金一栋,男,51,002188,董事
徐振春,男,38,002188,董事
赵斌,男,37,002188,董事
王献蜀,男,47,002188,董事
金洪飞,男,48,002188,独立董事
陈银华,男,55,002188,独立董事
陈信勇,男,55,002188,独立董事
王为民,男,52,600546,董事长/董事
苏新强,男,50,600546,副董事长/董事
兰海奎,男,50,600546,董事
马凌云,女,42,600546,董事
陈凯,男,41,600546,董事
王霄凌,男,44,600546,董事
张雪琴,女,49,600546,董事
辛茂荀,男,60,600546,独立董事
王宝英,男,50,600546,独立董事
李端生,男,61,600546,独立董事
孙水泉,男,54,600546,独立董事
胡勇敏,男,48,002022,董事长/董事
吕明方,男,61,002022,副董事长/董事
唐桢博,男,35,002022,董事
吴人伟,男,62,002022,独立董事
杨磊,男,51,002022,独立董事
吕琰,男,40,002022,独立董事
吕秋萍,女,59,002022,独立董事
叶建桥,男,47,600116,董事长/董事
陈丽娟,女,56,600116,董事
赵海深,男,56,600116,董事
陈涛,男,35,600116,董事
谢峰,男,46,600116,董事
闫坤,男,43,600116,董事
汪曦,女,46,600116,独立董事
慕丽娜,女,39,600116,独立董事
张兴安,男,64,600116,独立董事
姚毅,男,-1,600116,独立董事
郭元强,男,52,002921,董事长/董事
吴卫明,男,52,002921,董事
秦同义,男,69,002921,董事
张世磊,男,48,002921,董事
张志勇,男,47,002921,独立董事
王乐锦,女,56,002921,独立董事
胡志斌,男,51,002921,独立董事
张振斌,男,58,600815,董事长/董事
王功尤,男,55,600815,副董事长/董事
陈天生,男,54,600815,董事
谷涛,男,48,600815,董事
范文明,男,57,600815,董事
苏子孟,男,58,600815,独立董事
张盛利,男,46,600815,独立董事
江曙晖,女,65,600815,独立董事
黄琼宜,男,55,000859,董事长/董事
胡静,女,51,000859,董事
李丰奎,男,43,000859,董事
陈铸红,女,54,000859,董事
钱元美,女,54,000859,董事
姚禄仕,男,56,000859,独立董事
许立新,男,52,000859,独立董事
余经林,男,54,000859,独立董事
李良彬,男,46,000859,独立董事
谢晓林,男,50,002864,董事长/董事
吴杰,男,48,002864,董事
谢晓锋,男,42,002864,董事
张志红,男,54,002864,董事
张水平,男,53,002864,董事
朱文锋,null,-1,002864,董事
高学敏,男,80,002864,独立董事
余劲松,男,65,002864,独立董事
赵艳玲,女,68,002864,独立董事
吴同性,男,54,600403,董事长/董事
胡平均,男,55,600403,董事
贺治强,男,52,600403,董事
杨运峰,男,53,600403,董事
郭亮,男,52,600403,董事
王团委,男,49,600403,董事
马书生,男,55,600403,董事
郝秀琴,女,48,600403,独立董事
曹胜根,男,50,600403,独立董事
王兆丰,男,55,600403,独立董事
焦勇,男,42,600403,独立董事
刘国平,女,55,002537,董事长/董事
周建孚,男,41,002537,董事
洪晓明,女,55,002537,董事
李贲,男,45,002537,董事
徐勇,男,40,002537,董事
吴鹰,男,59,002537,董事
徐国亮,男,55,002537,独立董事
朱宏伟,男,51,002537,独立董事
张鹏,女,54,002537,独立董事
蔡蕾,男,46,600053,董事长/董事
康青山,男,48,600053,副董事长/董事
吴强,男,38,600053,董事
吴刚,男,41,600053,董事
黄晓捷,男,40,600053,董事
覃正宇,男,42,600053,董事
向锐,男,45,600053,独立董事
周春生,男,52,600053,独立董事
马思远,女,34,600053,独立董事
吴锦鹏,男,54,002167,董事长/董事
江春,男,46,002167,董事
潘克炮,男,50,002167,董事
王学琛,男,57,002167,董事
杜纯勤,女,43,002167,董事
董娟娟,女,39,002167,董事
张歆,男,60,002167,独立董事
云武俊,男,63,002167,独立董事
谢韩珠,女,43,002167,独立董事
江尚文,男,50,000789,董事长/董事
胡显坤,男,55,000789,董事
晏国哲,男,43,000789,董事
周彦,男,56,000789,董事
顾有红,女,-1,000789,董事
王芸,女,52,000789,独立董事
刘作毅,男,67,000789,独立董事
郭华平,男,55,000789,独立董事
朱军红,男,51,300226,董事长/董事
高波,男,41,300226,董事
唐斌,男,47,300226,董事
王灿,男,39,300226,董事
潘东辉,男,49,300226,董事
黄坚,男,38,300226,董事
胡俞越,男,57,300226,独立董事
王恒忠,男,50,300226,独立董事
马勇,男,48,300226,独立董事
姜德义,男,54,601992,董事长/执行董事
曾劲,男,48,601992,执行董事
郑宝金,男,52,601992,执行董事
吴东,男,50,601992,执行董事
于仲福,男,48,601992,董事
魏伟峰,男,56,601992,独立董事
王光进,男,58,601992,独立董事
田利辉,男,45,601992,独立董事
唐钧,男,40,601992,独立董事
郭燕明,男,56,601992,职工董事
徐千,男,56,600680,董事长/董事
王治义,男,53,600680,副董事长/董事
韩志杰,男,53,600680,董事
江建平,男,48,600680,董事
张晓成,男,61,600680,董事
成暐,女,48,600680,董事
谢仲华,男,78,600680,独立董事
何和平,女,66,600680,独立董事
李建平,男,44,600680,独立董事
李秀林,男,65,000623,董事长/董事
郭淑芹,女,55,000623,副董事长/董事
杨凯,男,41,000623,董事
应刚,男,49,000623,董事
孙茂成,男,50,000623,独立董事
吕桂霞,女,50,000623,独立董事
毕焱,女,52,000623,独立董事
居年丰,男,46,300363,董事长/董事
陶荣,男,56,300363,董事
Johnson YN Lau,男,58,300363,董事
冯红涛,男,47,300363,董事
郭永清,男,44,300363,独立董事
郑培敏,男,46,300363,独立董事
赖继红,男,49,300363,独立董事
章德辉,男,50,900942,董事长/董事
陶平,男,52,900942,董事
孙峻,男,46,900942,董事
黄世稳,男,48,900942,董事
裴斌,男,53,900942,董事
迟武,男,52,900942,董事
高舜礼,男,54,900942,独立董事
陈俊,男,52,900942,独立董事
郭永清,男,44,900942,独立董事
李建国,男,56,000766,董事长/董事
黄德龙,男,40,000766,副董事长/董事
姬彦锋,男,53,000766,董事
于军,男,47,000766,董事
刘立成,男,65,000766,董事
昝宝石,男,57,000766,董事
郝娜,女,40,000766,独立董事
赵微,女,41,000766,独立董事
陈启斌,男,64,000766,独立董事
易国晶,男,56,600395,董事长/董事
朱家道,男,48,600395,副董事长/董事
王岗,男,54,600395,董事
刘碧雁,男,48,600395,董事
简永红,男,48,600395,董事
杨世梁,男,54,600395,董事
刘宗义,男,60,600395,独立董事
李昕,男,47,600395,独立董事
光东斌,男,49,600395,独立董事
李国璋,男,52,600141,董事长/董事
舒龙,男,54,600141,董事
熊涛,男,50,600141,董事
程亚利,男,36,600141,董事
胡坤裔,男,50,600141,董事
易行国,男,54,600141,董事
傅孝思,男,59,600141,独立董事
张小燕,女,57,600141,独立董事
俞少俊,男,55,600141,独立董事
熊新华,男,64,600141,独立董事
杨晓勇,男,63,600141,独立董事
陈祖兴,男,63,600141,独立董事
潘军,男,44,600141,独立董事
罗爱华,女,58,000048,董事长/董事
季圣智,男,32,000048,董事
李力夫,男,63,000048,董事
黄馨,男,48,000048,董事
李邑宁,女,58,000048,董事
祝九胜,男,49,000048,董事
潘同文,男,57,000048,董事
陈扬名,男,54,000048,独立董事
曾江虹,女,49,000048,独立董事
栾胜基,男,67,000048,独立董事
胡隐昌,男,57,000048,独立董事
何春生,男,52,002075,董事长/董事
王振林,男,63,002075,副董事长/董事
杨华,男,39,002075,董事
钱正,男,61,002075,董事
王则斌,男,58,002075,独立董事
于北方,女,51,002075,独立董事
徐国辉,男,47,002075,独立董事
姜修昌,男,54,600511,董事长/董事
李志刚,男,49,600511,董事
李东久,男,53,600511,董事
连万勇,男,48,600511,董事
刘勇,男,49,600511,董事
李智明,男,56,600511,董事
张连起,男,55,600511,独立董事
盛雷鸣,男,48,600511,独立董事
任鹏,男,52,600511,独立董事
刘凤珍,女,70,600511,独立董事
方洪波,男,51,000418,董事长/董事
陆剑峰,男,45,000418,董事
周斯秀,女,45,000418,董事
孙宇男,男,40,000418,董事
肖明光,男,48,000418,董事
江鹏,男,45,000418,董事
朱和平,男,54,000418,独立董事
蒋青云,男,54,000418,独立董事
陶向南,男,52,000418,独立董事
郑合明,男,60,002425,董事长/董事
吴裔敏,男,41,002425,董事
郑雅珊,女,32,002425,董事
熊波,男,35,002425,董事
郑林海,男,50,002425,董事
郑鸿胜,男,30,002425,董事
